gene,BrownBear1_S,BrownBear1_W,BrownBear2_S,BrownBear2_W,BrownBear3_S,BrownBear3_W,BrownBear4_S,BrownBear4_W,BrownBear5_S,BrownBear5_W
FAM111A,202,259,475.5,273.5,376,264.5,389,266,609,343.5
FAM111B,212,221,295,99,294.5,107,331.5,261,584,192
FAM114A1,385,185,434,230,321,340,404,254,377,340
FAM114A2,599,400,735,488,591,277,623,619,639,371
FAM117A,492,552,590,205,749,352,642,464,647,334
FAM117B,164.5,170,146,175,167,242,227.5,195,222,228
FAM118B,143,99,174,90,206,156,168,135,151.5,161
FAM120A,2023,1820,2103,1934,2216.5,1988,2320,2270,2104,2400
FAM120B,733.5,945.5,946,1065.5,781,723,934,913,781,1039
FAM120C,826,919.5,944.5,906.5,989,769,1053.5,916.5,1008,1037
FAM124A,71,47,110,75,162,120,66,97,55,115
FAM124B,90,83,62,59,164,93,67,115,25,126
FAM131A,420,458,387,465,380,658,438,397,500,568
FAM131B,1,5,1,2,3,9,3,4,5,4
FAM131C,225,187,244,209,225,240,218,148,145,227
FAM133A,0,0,0,0,0,0,0,0,0,0
FAM133B,239,276,215,372,289,367,250,377,295.5,402
FAM135A,696,671,535,499,649,510,638,806,613,674
FAM135B,0,0,1,0,0,0,0,0,0,0
FAM136A,340,247,259,188,315,226,303,295,244,252
FAM13A,659,1289,481,719,666,827,710,1497,960,835
FAM13B,721,584,635,611,879,574,813,761,754,560.5
FAM13C,158,228,172,143,186,221,218,351,194,185
FAM149A,56,38,33,37,69,127,45,58,35,102
FAM149B1,566,747,462,748,567,1075,510,831,504,1010
FAM151A,0,5,2.25,2,2,7,2.25,5,1,9
FAM151B,165,202.5,97,121,142.5,160.5,107,218,150,182
FAM161A,147,164,221,128,209,110,231,292,233,154
FAM161B,42,66,74,38,80,48,97,57,107,76
FAM162A,1186,978,860,1095,758,914,668,1191,714,911
FAM162B,10,22,11,77,10,22,5,15,17,15
FAM163A,27,7,26,5,49,7,50,6,62,22
FAM163B,0,0,0,0,0,0,0,0,0,0
FAM167A,2028,189,1696,188,1549,263,1624,634,1427,594
FAM167B,66,17,66,7,87,0,96,38,63,3
FAM168A,1109,1221.5,1222,1369,1340,1665,1568,1522,1424,1870.5
FAM168B,1679,2011,1645,2221,1971,2701,1884,2144,1957,2895
FAM169A,86,7,115,5,161,16,135,12,69,15
FAM170A,2,11,6,16,1,6,6,11,13,25
FAM170B,0,2,3,8,1,9,0,2.5,2,13.5
FAM171A1,301,282,335,248,406,377,386,444,384,353
FAM171A2,142,51,115,78,149,91,148,89,99,36
FAM171B,187,308,111,219,124,309,140,300,224,366
FAM172A,697,952,491.5,891,623,965,669,1188,613,1210.5
FAM174A,304,320,242,348,242,420,280,309,278,358
FAM174B,206,97,218,95,179,190,187,60,168,193
FAM177B,1,9,3,13,1,64,0,3,0,20
FAM180A,230,135,387,77,199,144,494,222,372,162
FAM180B,334,76,239,110,221,68,189,55,290,100
FAM181A,23,31,3,16,5,8,7,30,32,34
FAM181B,15,49,12,22,51,56,29,74,16,37
FAM184A,27,77,44,84.5,61,84,38,74,64,100
FAM184B,61,121,49,248,24,93,67,80,60,164
FAM185A,174,78.5,171,70,150.6,80.5,222,106,137.5,68
FAM186A,1,0,0,0,0,0,1,0,0.25,0
FAM186B,74,118,91,109,81,118,67,151,59,180
FAM187A,0,4,1,0.5,0,2,0,0,1,0
FAM193B,1148,1505,1557,1483,1940,1128,1679,1560,1649,899
FAM199X,529,427,438,538,547,761,538,533,599,742
FAM200A,109,175,114,106,154,88,83,163,71,154
FAM200B,443,1021,472,763,494,527,588,1289,607,608
FAM200C,124,181,96,82,90,110,137,199,109,112
FAM204A,633,579,522,466,537,677,530,568,543,609
FAM20A,159,51,173.25,65,125,96,182,68,164,92
FAM20B,906,1378,937,1164,1130,1230,1095,1246,990,1287
FAM20C,610,776,834,1023,823,1014,899,748,831,955
FAM210A,178,169,179,108,188,120,211,194,177,128
FAM210B,2148,3469,1582,2649.5,2034,2629,2297,3305,1970,2830.5
FAM216A,80,67,81,76,77,132,73,66,68,71
FAM216B,0,0,0,0,2,0,1,0,0,0
FAM217A,164,31,328,64,283,33,181,31,115,47
FAM217B,122,281,85,271,127,341,123,194,120,232
FAM219A,381,483.5,411.25,470,538,838,397,451.5,345,858
FAM219B,1458,2349,1319,1891,1580,2068,1435,2242,1294.5,2017.25
FAM220A,267,176.5,186,160.5,210.5,226,205,162,191,187
FAM221A,186,88,109,148,123,125,60,81,72,130
FAM221B,19,40,65,37.5,65,35.5,54.5,119,47,56
FAM222A,19,11,31,11,37,16,35,10,23,8
FAM222B,230.5,213.5,316,199,317,235,362,218,230,296
FAM227A,11.5,17,9,24.5,6,17,8.5,25,11,29
FAM227B,36,40,31,60,26.5,44,30,57,32,61
FAM229A,152,341,225,412,173,409,145,246,190,405
FAM234A,1408,1342,1089,1405,1167,1862,1038,1244,1161.75,1503
FAM234B,456,1008,537,1152,486,877,613,884,404,1081
FAM237A,0,0,0,0,0,0,0,0,0,0
FAM240A,0,0,0,0,0,0,0,0,0,0
FAM240B,0,0,1,0,0,0,2,0,1,7
FAM240C,1,0,0,0,0,0,0,0,0,0
FAM241A,293,346,156,259,244,241,320,402,295,338
FAM241B,150,194,117,264,167,322,107,193,130,269
FAM24B,14,48,43,35,34,56,21,42,12,49
FAM25A,821,109,410,54,191,133,431,224,212,110
FAM32A,1596,1353,1293,1147,1295,1084,1156,1374,1310,1159
FAM3C,805,1616,797,1644,887,2203,751,1899,721,1958
FAM3D,44,48,52,33,28,32,41,40,25,9
FAM43A,1131,142,883,131,863,169,890,324,636,277
FAM43B,30,2,22,3,43,6,30,5,14,7
FAM47E,199.75,166.6,184,117.46,216,148.5,179,208.83,139,158.5
FAM50B,0,0,0,0,0,0,0,0,0,1
FAM53A,306,401.5,472.5,623,407,353.5,397,444,299,308
FAM53B,2002.5,2226,1511.5,2639,1712,2601.5,1575.5,2156,1590.5,2122.5
FAM53C,949,866,770.5,812,924,1056,787,830.5,812.5,1093
FAM72A,8,6,13,1,13,10,13,2,7,5
FAM76A,478,1239,363,1210,497,1709,343,1111,462.5,1452
FAM76B,444,947,331,1163,394,1176,369,981,401,1034
FAM78A,66,92,108,100,64,108,80,62,74,59
FAM78B,39,9,28,2,16,12,35,18,43,7
FAM81A,173,426,174,404,193,471,159,518,194,563
FAM81B,0,0,0,0,0,0,0,1,0,0
FAM83A,141,29,92,50,88,91,140,91.5,49,64
FAM83B,491,465,372,612,380,542,723,712,360,835
FAM83C,610.5,327,747,146,812,131.5,676,281.5,461,162
FAM83D,1203,321,772,312,1033,383,839,276,532,298
FAM83E,0,1.5,0,0,1,0,3,0,0,1
FAM83F,437,614,351,711.5,352,659,430,347,275.5,517
FAM83G,2110,1172,1382,1362,1411,1142,1350,1144,887.58,1401
FAM83H,3462,3110,3219.75,3076,3702.5,2885,3223,2959,2170,2726
FAM89A,145,80,92.5,51.5,159,141,199.5,107,104,109
FAM89B,1144,684,1048,588,1036,706.5,916.5,671.5,872,605
FAM8A1,1203,1122,1009,1132,1091,1263,1051,1192,1019,1426
FAM91A1,1515,916,1240,1009,1393,1060,1324,1097,1207,1052
FAM98A,533,454,565,322,593,427,544,462,547,533
FAM98B,483,520,551,573,578,563,564,647,504,600
FAM98C,436,382,410,257,429,158.5,404.75,423,356,216.5
FAN1,706,1173,671,1156.5,752,1406,794,707,632,1058
FANCA,300,645,523,636,535,593,482,433,468,592
FANCB,118,103.5,113,43.5,109,21.5,134,207.33,166.33,49.5
FANCC,323,415,343,370,470,244,491,330,545,256
FANCD2,251,562.75,340,700,395,626,377,411,410,831
FANCD2OS,3,12,2,2,0,12,2,11,0,1
FANCE,105,121,185,197,154.25,231,126,197,106,91
FANCF,85,104,79,78,104,83,99,123,86,63
FANCG,278.5,334,418.5,448.5,488,263,497,519,507,328
FANCI,302,586,334,654,434,690,376,323,373,496
FANCL,71,591,118,892,122,265,149,302,158,326
FANCM,35,38,57,44,51,41,49,44,41,74
FANK1,42,90,31,47,19,45,32,96,29,102
FAP,718,155,492,199,547,290,619.75,205,728,385
FAR1,1422,1909,1569,2407,1896,2428,1750,2223,1800,2293
FAR2,55,25,32,20,73,31,62,60,103,47
FARP1,2231,1293,2016,1328,2578,1751,2379,1700,2328,1670
FARP2,816.5,1627,1117,1428,1138,2008,1254,1464,1043,1943
FARS2,315,174,301,160,404,108,409,164,357,166
FARSA,640,451.25,878,365.25,934,486,690,490,671,626
FARSB,921,621,820,719,1075.5,750,685,663,724,710
FAS,181,398,231,500,174,468,158,416.83,135,449
FASLG,2,2,12,7,5,4,21,2,18,1
FASN,15820,3507,8240,3453.83,13158,4562,12767,2584,19791,3310.5
FASTK,1183,1436,1402,1316,1387,1377,1114,1272,1095,1252
FASTKD1,344,350,309,261,262,224,237,417,206,305
FASTKD2,243,457,293,714,291,515,275,452,267,530
FASTKD3,107,112,87,89,123,102,63,100,66,94
FASTKD5,150,107.5,175,193,183.5,208.5,247.5,125,199.5,163.5
FAT1,3407,2183,3356,1493,3149,2074,4053,2158,3253,2965
FAT2,3791,5027,4306,4595,3640,3542,4398,3185,3964,4404
FAT3,6,0,12,2,11,0,13,1,5,6
FAT4,390,256,472,198,419,235,692,469,600,289
FATE1,0,0,1,0,0,3,1,0,2,1
FAU,9446.5,11634,7703,13293.5,7284.5,12847.5,8128.5,9375.5,7164.5,8675.83
FAXC,141.5,280,164,200,163,271,206.5,407,158,311
FAXDC2,1072,2474,1158,2458,1026,2029,833,3168,759,2032
FBF1,348,802,444.5,740,410,613.5,402,761,298,547
FBH1,653,655,755,918,787,1259,879.5,758.5,767,891.5
FBL,1413,880,1488,1043,1883,1202,1449.5,741,1437,883
FBLIM1,585,291,634,453,687.25,438,466,575,429,534
FBLL1,0,96,3,93,3,404,5,47,0,237
FBLN2,5090,1590.5,5453,2640,7175,3485,7353,2697,6431,4284.5
FBLN5,448,131,361.5,114,797,170,641,226,464,230
FBLN7,423,121,458,63,544,201,555,131,524,328
FBN1,3640,765,4489,1045,5231,1649,7375,1498,7551,1952
FBN2,55,64,210,28,105,26,404,74,243,53
FBP1,114,72,198,67,152,50,149,101,86,20
FBP2,15,34,64,72,46,30,30,69,48,26
FBRS,1251,1370,1640,1448.5,1682.5,1550.5,1732.5,1245,1513,1602
FBRSL1,873,1516,1191,1426,1299,1715,1162,1185,1298,1661
FBXL12,142,161,175,140,174,144,168,176,209,129
FBXL13,7,14,5,1,3,4,4,5,5,4
FBXL14,191,196,175,222,224,239,229,208,191,263
FBXL15,91,94,105,141.5,113,217.5,118,107.5,86,153.5
FBXL16,12,5,13,7,26,28,15,7,7,15
FBXL17,552,686,416,577,434,695,506,649,451,668
FBXL18,333,556,403,1042,308.5,502.5,317,538,294,840.5
FBXL19,682,430,940,417,805,263.12,954,527,707,254
FBXL2,177,382,156,339,178,307,151,526,179,320
FBXL20,566,1019,640,1118,618,1066,945,1195,895,1213
FBXL22,83.5,188,136,168,155,215,130.5,158.5,103,189.5
FBXL3,958,1158,623,1028,759,1209,955,1232,888,1118
FBXL4,447,506,383,480,371,478,485,617,372,403
FBXL5,1491.5,1812,997,838,1076,737,936,1762,802.5,1633
FBXL6,675.5,847,860,824,813,716,624,620,566,588
FBXL7,168,108,195,92,265,211,254,133,194,183
FBXL8,113.5,97,95.5,69.5,72.5,87.5,94,78,87,73.5
FBXO10,133,304,113.5,219.5,145,192.5,134.5,237,160.5,227.5
FBXO11,1152,1204,1134,1420,1311,1625,1469,1565,1353,1597
FBXO15,11,23,12,19,17,20,14,20,7,7
FBXO16,26,12,29,9,16,7,26,33,32,12
FBXO17,454,74,261.5,65,315,102,368,221,295,106.5
FBXO2,23,7,14,3,7,3,11,6,7,7
FBXO21,1244,2094,1238,2534,1481,2444,1487,2107,1445,2703.5
FBXO22,584.25,1082,484,880,580,1400,493,815.75,493,1307
FBXO24,22,21,34,16,28,26,23,33,21,25
FBXO25,544,854,384,693,456,817,548,574,501,619
FBXO27,81,73.4,58,74,71,86,77,93,51.17,106
FBXO28,775,922.5,655,923,820.5,1057,693,990,756,1171
FBXO3,968,1201,821,1044,843,1445,986,1129,1015,1402
FBXO30,323,272,320,282,264,353,406,361,406,327
FBXO31,1350,1171,1092,1175,1498,1435,1158,1260,1123,1249
FBXO32,1135,840,781,578,685,745.5,910,1005,580,740
FBXO33,230,197,173,122,223,151,216,148,312,209
FBXO34,512,655,458,791,622,862.25,559,884,529,848.25
FBXO36,86,146,45,140,110,229,23,83,64,189
FBXO38,638,1022,703,1185,736,1166,769,862,699,1155
FBXO39,0,0,0,0,0,0,0,0,0,0
FBXO4,92,80,87,70.5,66,56,72,80,89,82
FBXO40,15,18,24,14,14,24,25,5,11,13
FBXO41,1,13,1,7,1,2,0,3,2,6
FBXO42,510,441,377,313,360,372,488,546,470,483
FBXO43,13,18,4,25,10,8,19,15,6,17
FBXO44,218.25,311.5,223,285,279.25,375,180.25,162.33,198,204
FBXO45,287,279,290,260,304,337,327,321,254,398
FBXO46,254,348,292,356,277,354,347,323,293,322
FBXO47,32,58,44,55,51,51,38,97,17,58
FBXO48,117,204,86,99,86,119,127,174,124,114
FBXO5,106,84,87.5,69,136,64,118,72,88,65
FBXO6,726.75,828.5,745,856,868.75,1113,703.75,796.67,703,912
FBXO7,420,451,474,522,513,670,596,462,636,521
FBXO8,272,260.83,232,294,249,264,250,257,211,263
FBXO9,1204,2434,1069,2362,1376,2210,1144,1818,1072,2124
FBXW10B,163,69,180.5,32,230,56.33,159,56.5,284,101
FBXW11,870,970,798,987,908,1128,987,1050,922,1232
FBXW12,71,93,21,41,22,19,75,71,51,44
FBXW2,1463,2220,1478,2256,1753,2844,1556,1988,1494,2437
FBXW4,491,766.5,468,539.5,522.5,499.5,499,905.5,462,479.5
FBXW5,1380,1549,1511,1843,1482,1378,1423,1284,1186,1301
FBXW7,869,1049,874.25,972,1034,607,912,879,845,620
FBXW8,1310.5,1363.5,1285.2,1097.5,1406.5,1608.5,1309.5,1414,1308.17,2035
FBXW9,245,354.67,260,406.5,265,609.5,248,254,229,509
FCAMR,1,0,1,0,0,1,1,1,1,1
FCAR,0,0,8,3,2,4,0,3,2.12,5
FCER1A,4,2,19,26,6,8,16,8,22,3
FCER1G,76,24,102,62.5,89,62.5,123,57.5,127,103
FCER2,51,36,112,48,86,7,103,45,147,15
FCF1,268,299,254,351,307,421,245,298,247,367
FCGBP,5,14,5,14,4,9,4,9,6,21
FCGR1A,9,10.67,10.5,22.5,11,14.5,14.33,21,6,29.83
FCGRT,798,626,618,641,934,984,963,739,918,846
FCHO1,98,57,102,44,84,61,104,66,63,42
FCHO2,767,1555,671,1976,765,2343.75,819,1872,832.5,2207
FCHSD1,872,1203,792,1039,759,1372,753,1433,549,1288
FCHSD2,147,260,255,266,279,314,266,226,226,316
FCMR,7,0,10.38,6,9.12,2,11.88,7.12,3,9.12
FCRL1,0,3,8,0,5,5,8,4,2,8
FCRL3,1,0,3,2,0,4,0,4.25,1,8
FCRL4,2,1,4,2,3,2,0,2,2,6
FCRL5,0,2,5,0.25,2,3.33,2,2.75,7,1
FCRL6,4,0,3,0,6,0,0.5,0,2.5,0
FCRLA,1,0,0,0,0,0,0,0,0,0
FCRLB,1,1,4,2,1,0,5,5,2,0
FCSK,654,653,767.5,400,786,314.5,804.5,614,688,386.5
FDFT1,933,870.5,1274,679.5,1489.5,883.5,1342,760,1192,807
FDPS,2361,1457,2746,971,3405,1308,2406.25,1409,2029.5,1110
FDX1,460,351,357,315,382,405,363,293,311,322
FDX2,295.5,354,303,351.5,357,449,384,243,363.5,358
FDXACB1,45.5,57,57,46.5,68.5,26,79,64,28,39
FDXR,185,180,220,164,236,190,213,181,153,210
FECH,756,1126,394,1138,561,1318,538,948,489,1073
FEM1A,1042,1039,993,1114,1122,1223,1139,993.5,905,1256
FEM1B,1957,1363,1983,993,1899,997,2471,1781,2001,978
FEM1C,592.5,429,423,461,363.5,555,628.5,455.5,647,568
FEN1,406.83,392.33,452,289,565.83,371.67,465,387.33,514,440
FER,292,326,386,362,386,355,470,548,456,594
FER1L5,24,102,71.5,101,68,70,61,97,46,105
FER1L6,7,11,2,6,2,11,1,4,1,15
FERD3L,2,6,3,1,5,3,1,6,10,7
FERMT1,1478,2371,1656.33,2246.67,1952.33,2041.42,2299.2,2874.67,2124.83,2878
FERMT2,953,1238,1084,1077,1353,1464,1365,1597,1547,1848
FERMT3,70,75,107,162,112,101,175.5,77,265,113
FES,264,325,312,392,412,416,355,405,349,476
FETUB,13,2,3,1,3,1,3,5,2,2
FEV,0,0,0,0,0,0,0,0,0,1
FEZ1,217,315,183,396,227,508,178,305,226,383
FEZ2,552,360,421,274,559,344,435,407,565,375
FEZF1,0,0,0,0,0,0,0,0,0,0
FEZF2,0,0,0,0,0,0,0,0,0,0
FFAR1,0,0,0,0,0,0,0,0,0,0
FFAR3,0,0,1,0,0,0,0,0,0,0
FFAR4,22,17,3,6,12,14,21,15,8,27
FGA,0,0,0,0,0,0,0,0,0,1
FGB,0,2,0,0,0,0,0,0,0,1
FGD1,240,213,266,203,282,261,285,222,246,263
FGD3,40,232,57,291,71,193,87,201,49,125
FGD4,257.5,171,234,194,220,238,281,205,262,229
FGD5,401,470,471,520,657,644,563,655,529,562
FGD6,282,359,314,357,351,322,371,419,391,407
FGF1,62,91,129,103,61,170,100,97,56,160
FGF10,60,19,43,14,56,32,70,41,31,38
FGF11,12.17,29,63,23,70,23,46,32,78,29
FGF12,66,93,42,111,23,34,17,105,28,67
FGF13,61,143,59,154,97,192,109,160,63,122
FGF14,3,7,1,0,5,5,2,4,3,6
FGF16,4,3,3,4,4,1,20,6,4,4
FGF17,0,0,0,0,0,0,0,0,0,0
FGF18,697,177,492,136,820,71,873,250,715,81
FGF19,1,1,0,0,0,0,0,11,5,0
FGF2,107,231,81,269.5,208,457,159,432.5,229.5,660
FGF20,0,1,0,0,0,0,0,0,0,3
FGF21,5,11,11,3,10,12,9,6,4,8
FGF22,529,72,248,51,124,81,170,119,89,142
FGF23,2,0,1,2,17,0,3,0,4,0
FGF3,0,0,0,0,0,0,0,0,0,0
FGF4,0,0,0,0,0,2,0,1,1,0
FGF5,164,10,103,10,58,9,101,10,42,7
FGF6,0,18,0,8,0,31,0,6,0,40
FGF7,135,59,66,45,102,76,94,163,114,90
FGF8,0,0,0,0,0,0,0,0,0,0
FGF9,6,9,7,6,14,12,14,6,11,6
FGFBP1,228.5,111,312,78,535,97,240,381,144,183
FGFBP3,0,0,0,0,0,0,0,0,0,0
FGFR1,1826,1580,2713,1992,2587,3681,2446,2406,2646,3396
FGFR1OP2,478,749,406,585,515,534,485,758,592,574
FGFR2,2104,2817,2448,2724.25,2724,1408,3242,2038,2590,1430.25
FGFR3,4460,12331.5,3968,13463,4507,5774,4824,7319,3327,7362
FGFR4,84,706.17,113,658,100,390,146,465,83,484
FGFRL1,97,131,100,108,151,180,164,159,121,183.25
FGG,58,16,96,39,79,15,36,27,67,16
FGGY,459,434,310,462,393,504,448,513,347,403
FGL1,11,2,8,9,16,9,14,7,16,10
FGL2,1867.5,1366,1672,1436.5,2471.5,1341,1677,2236,2172.5,1352
FGR,55,68,105,117,118,73,71,118,61.5,46
FH,1203,623,1206.5,843,1378,985,1066,629,884.5,756.5
FHAD1,9,21,19,21,18,59,4,15,12,65
FHDC1,2716,1819,1777.5,1971,1781,1844,1759,2231,986,1788
FHIP1A,1505,2464,1294,2203,1239,2688,1651,2805,1502,2799
FHIP1B,532.5,963.75,720.5,884,776.5,890,785,941.5,665,895.5
FHIP2A,595,987,537,1506,678,1237,677,905,686,1312
FHIP2B,2074,3056,2768,3311,2943,3007,2565,2396,2214,3059
FHIT,103,80,75,36,109,29,112,41,52,15
FHL1,921,2014,518,942,1030,1692,651,1664,973,2450
FHL2,1531,1055,1080,1142,1237,1608,852,1001,805,1556
FHL3,560,333.5,560,417,687,571,558,305,589,436
FHL5,335,231,292,165,475,218,258,193,182,247
FHOD1,362,812,625,748,752,1678,728,753,767,1423
FHOD3,1273,49,1025,101,1141,77,883,95,575,69
FIBCD1,0,0,0,0,0,0,0,0,0,0
FIBIN,225,142,224,43,343,86,295,212,293,115
FIBP,757,542,686,537,819,481,624,556,606,564
FICD,79,142,74,91,71,117,66,120,59,171
FIG4,444,321,439,254.25,363,253,340,431,305,222
FIGLA,0,0,0,0,0,0,0,0,0,0
FIGN,63,71,60,29,46,51,72,57,57,89
FIGNL1,89,214,130,137,109,146,148,221,105,129
FIGNL2,21,28,44,50,50,87,31,67.5,50,73
FILIP1,152,143,164,132.5,221,155.5,245,258,190,274
FILIP1L,1665,743,1744,489,1730,604,1594,1060,2085,993
FIP1L1,726,544,607,707,661,803,672,548,522,631
FIRRM,227,778,235,605,235,430,192,243,299,653.5
FIS1,2116.5,1719,1738.5,1524.5,1999,1867,1600.5,1589.5,1682,1252.5
FITM1,8,23,10,35,14,52,28,7,26,54
FITM2,520,638,450,413,549,659,593,663,433,682
FIZ1,242,141,272,122,301,116,291,205,251,152
FJX1,116,201,90,360,140,324,103,175,96,311
FKBP10,1180,292,905,376,761,593,1079,499.2,1367,977
FKBP11,410,301.5,444,335,365,397,389,385,580,395.5
FKBP14,331,253,324,194,319,201,435,487,485,268
FKBP15,801,978,913,912,1058,839,920,847,776,805
FKBP1A,3887,1725,3099,1575,3706.5,1451,3259,2589,3297,1895
FKBP1B,77,11,41,7,43,12,44,19,17,7
FKBP2,355.5,217.5,317,144,443,132,305,203,312,212.5
FKBP3,716,686,709,628,850,708,705,674,706,575
FKBP4,3416,1945,6385,2497,5385,2156,16363,1560,14971.8,2170
FKBP5,1017,1729,1015,1326,1320,1725,1092,2244,2408,1653
FKBP6,0,2,0,0,0,0,0,0,0,0
FKBP7,193,85,182,89,122,98,186,116,341,100
FKBP8,3213,2758,2517.25,2712,3029.25,3395.25,2648,2750.83,2660.5,3108
FKBP9,2273,2998,2232,3172,2159,4165,2561,2875,2950,3715
FKBPL,495.5,51.5,341.5,23.5,252,31,202.5,60.5,122,25
FKRP,201,118,293,63,282,29,337,177,314,59
FKTN,161,130,164,63,186,54,217,244,205,110
FLACC1,8,21,12,19,11,19,9,24,21,24
FLAD1,1373.5,1371,1398.5,1357,1614.5,1518,1264.75,1229.5,1019,1236
FLCN,876,1255,926,1241,794,1281,1145,1123,1017,1458
FLG,2289.95,269,671.99,149,358,617.99,1079.98,1566.98,182,614.99
FLI1,237,304,229,313,356,520,234,443,169,399
FLII,2487,2357,2370,1900,2751,2522,2500,2499,1913,2741
FLNB,12719,4989,11150,4869,12028,3936,9674,6563,8309,3783
FLNC,423,437,645,535.25,893.75,1195,1042,773.33,1740,1203.75
FLOT1,1264,1898,1362,1975.5,1738,1891,1599,1799,1714,1787
FLOT2,653,2181.5,629.5,1763.5,841,1696.5,745,2187,733,1970.75
FLRT1,9,67,3,33,27,90,18,67,22,42
FLRT2,538,515,583,333,431,355,853,1054,663,551
FLRT3,1837,883,1635,283,1429,168,2521,1017,1778,568
FLT1,320,275,395,309,581,434,394,682,355,293
FLT3,25,38,32,46,37,22,37,36.5,39,20
FLT3LG,50,64,69,98.25,94,162,84,122,74,124
FLT4,208,192,252,242,312,378,379,256,173,759
FLVCR1,534,390,652,349,713,435,497,383,594,425
FLVCR2,113.5,19,59,16,53,43,65,61,45,63
FLYWCH1,301.65,450.98,209.5,435.25,321.75,676.37,256.5,346.75,244.5,532.5
FLYWCH2,296.85,87.02,221,49.75,286.25,86.62,296.5,94.25,292,81.5
FMC1,297.5,537.5,300,457.5,344.5,509.5,277,425.5,253,399.5
FMN1,932.5,476,942,445,1251.5,354,996,510,644,451
FMN2,19,14,22,14,31,38,29,30,58,34
FMNL1,213,293,266,294.5,372,363,344,267,252,351.5
FMNL2,605,767,605,790,631,728,708,1123,686,895
FMNL3,691,290,882,311,1258,540,809,670,840,498
FMO1,58,19,21,12,32,8,10,32,12,26
FMO2,152,625,106,439,187,487,62,847,106,556
FMO4,286,492,430,537,397,431,397,547,443,397
FMO5,266,142,283,113.7,349,41,427,288,263,72
FMOD,611,247,800,269,927,555,792,414,590,468
FMR1,1219,1835,1115,2091,1598,1900,1409,2562,1410,1972
FMR1NB,0,0,0,0,0,0,0,2,0,1
FN1,9871,1541,8277,2373,10463,5492,12882,4761,10391,5139
FN3K,104,257,99.5,328,233,575,142.5,319,192,485
FN3KRP,492,879,481.5,972,550,1106,382,870,387,928
FNBP1,1433,2039,1664,1728,1676,1603,1812.5,1565,1406,1723
FNBP1L,1406,972,1273,843,1506,897,1384,1279,1388,827
FNBP4,1324,2032,1770,1880,1897,1313,1287,2291,1671,1660
FNDC1,1669,117,2089,273,2488,187,2720,299,2742,201
FNDC10,330.25,182,419.5,137.5,352,196,386.5,192,342,234.83
FNDC11,0,0,0,0,0,0,0,0,0,0
FNDC3A,859,1088,789,1166,966,968,980,1237,916,1232
FNDC3B,820,594,830,597,963,929,1199,780,1134,1088
FNDC4,144,64,150,99,201,167.5,266.5,148,450,229.5
FNDC5,6,5,7,28,14,13,35,8,52,28
FNDC7,0,15,0,60,1,258.5,0,15,1.25,184.5
FNDC8,0,0,0,0,0,0,0,0,0,0
FNDC9,2,0,1,0,1,0,0,0,0,0
FNIP1,360,791,303,982,312,912,455,888,415,1112
FNIP2,702,720,517,718,512,786,622,857,559,903
FNTA,940,1134,773,1003,917,1138,870,1265,887,1200
FNTB,320,254,419,190,451,238,380,270,341,224
FOCAD,475,452,566,394,540,497,581,396,510,442
FOLR1,2.75,0.75,2.75,2.5,4.5,3.75,2.5,0.75,8,5.5
FOLR2,300,85.5,232.83,122.5,362.5,166,324,158.5,453.5,216.75
FOS,2265,918,3479,281,758,327,3041,1285,8466,6619
FOSB,226,165,1849,22,239,20,324,127,4975,1506
FOSL1,23,6,22,0,34,36,9,16,123,69
FOSL2,5011,3082,4620,3797,4767,4227,4940,3866,5956,4086
FOXA1,157,142,154,115,114,86,118,108,40,28
FOXA2,0,0,0,0,0,0,0,0,0,0
FOXA3,0,0,0,1,3,1,1,0,1,1
FOXB1,0,0,0,0,0,0,0,0,0,0
FOXB2,0,0,0,1,1,0,0,0,0,0
FOXC1,677,565,578,585,654,649,791,873,703,623
FOXC2,10,29,17,27,28,36,17,19,16,39
FOXD1,76,29.5,72,23,74.5,76,142,47,54,43
FOXD2,12,2,11,1,15,23,25,16,8,7
FOXD3,5,11,7,9,11,15,13,18,12,11
FOXE1,182,16,147,12,112,9,124,4,62,6
FOXE3,0,0,0,0,0,0,0,1,0,0
FOXF1,32,22.33,27,61,55,88,28,66,41,53
FOXF2,1,1,4,1,4,19,1,3,5,10
FOXG1,0,0,0,0,0,1,1,1,1,0
FOXH1,24,27,31,39,34,43,26.25,14,29,59
FOXI1,1,4,0,4,0,3,0,2,0,0
FOXI2,1,0,0,0,0,0,0,0,0,2
FOXI3,33,10,47,11,52,15,78,37,80,17
FOXJ1,2,5,4,11,2,11,11,12,9,11
FOXJ2,1005,2263,1004,2565,987,2451,1219,1760,1198,2658
FOXJ3,846,1069,776,1378,846,1338,1017,1098,935,1295
FOXK1,1668,2717.33,1534,3043,1620,3583,2248,3540,1921,3842
FOXK2,1033,784,1324.5,916,1412,1178,1312,752,1242,929
FOXL1,1,0,1,1,1,6,1,2,4,3
FOXL2,0,1,1,1,0,0,2,0,0,1
FOXL2NB,0,0,0,0,0,0,0,0,0,0
FOXM1,255,201,277,207,368,265,392,87,403,247
FOXN1,2079,314,1511,286,1118,134,1013,284,363,186
FOXN2,436.83,357,302,425,361,404,418,426,405,482
FOXN3,2355,2189,1523,1761,1938,2243,2121,1908,1812,1535
FOXN4,1,0,3,1,1,1,4,4,3,1
FOXO1,1296,969,1053,1022,1194,1137,1533,1304,957,972
